"","comicName","comicSummary","comicGrade"
"1866","피터팬의 웬디","현대판 피터팬과 웬디","9.85"
"1867","설레는 기분","두근두근♡","9.85"
"1868","위기의 범죄자","범죄 심리극","9.86"
"1869","너의 목소리가 보여","우리말 사랑 웹툰","9.87"
"1870","보통회사 이야기","보통 한 집단마다 한 명의 또라이가 있다고 한다. 그런데 이 회사에는…","8.96"
"1871","아버지와 아들","철부지 아빠의 아빠놀이","9.75"
"1872","블랙","세상 은 하얗고 삶 은 어둡다.","9.48"
"1873","솔라보이","광합성하는식물소년!","9.78"
"1874","조조할인","새와 사람","9.87"
"1875","알타고","한국고전판타지","9.79"
"1876","쌍둥이네","쌍둥이 신비감제로!","9.87"
"1877","봄여름가을겨울 떡집",".","9.82"
"1878","애니마","영결합배틀물","9.83"
"1879","어느 오래된 도서관의 비밀","어느 오래된 도서관에서 펼쳐지는 이야기.","9.86"
"1880","이상한 나라의 더 이상한 앨리스","남자 앨리스","9.77"
"1881","푸드 포스 레인저","푸드 포스 레인저","9.81"
"1882","그것은 어느날","참꽃마리","9.85"
"1883","Princess of Dream","꽃미남 아이돌 총출동","9.85"
"1884","바다의 노래","사랑, 믿슙니까?","9.43"
"1885","말하지 않는다.","이거슨..신세계?","9.76"
"1886","월야에 우는 새","◀최종 공지!","9.81"
"1887","비창","퓨전판타지","9.76"
"1888","스톰힐 다이어리","하이틴 유학로맨스","9.86"
"1889","기안84 회고록","내가 바라본 기안84 이야기","9.86"
"1890","아씨와 나","산에서 내려온 삼식이의 인간세상 경험 에피소드","9.86"
"1891","두근거려요","첫 번째 사랑의 실패로 겁쟁이가 된 여자.","9.85"
"1892","Please Me, Please","판타지 순정.","9.78"
"1893","평일의 나","평일에 뭐하세요?","9.86"
"1894","애니멀'즈 매거진","엉뚱,4차원,발랄,초깜찍(?) 대한민국 2%가 살아가는 이야기","9.79"
"1895","여고생이 좋아요","여고연애물","9.87"
"1896","부부탐구생활 (구 자취의 달인)","결혼으로 고고씽","9.87"
"1897","19평 사바나","야생으로 가자!","9.54"
"1898","괴물아가씨","괴물들의 이야기","9.74"
"1899","魂지킴이","상처받은 영혼에 위로를.....","9.77"
"1900","야수의 노래","저승 모험을 그린 한국형 판타지","9.83"
"1901","기래믹스","멍청하고 부끄러운 일상들.","9.76"
"1902","여자의 마음","너희가 결혼한 여자의 마음을 알아?!","9.62"
"1903","마지막 피터팬","성장통로맨스♥","9.85"
"1904","우리집에 귀신이 사는것 같아","무서운 이야기","9.80"
"1905","씁쓸남 유남생","출퇴근 감성의 공감...씁쓸하다.","9.81"
"1906","엘리자베스1호","안드로이드와 박사님","9.85"
"1907","에스카토스","진범을 찾아라","9.87"
"1908","변기통 로맨스","모태솔로 로맨스","9.81"
"1909","마로이야기","말하는 개 마로와 평범한 여대생 순지의 이야기","9.85"
"1910","리솔루토","판타지","9.73"
"1911","코기의 취향","'함께 밥을 먹으면서 정이 쌓인다.'","9.85"
"1912","Two Coffins (투카핀스)","세사람과 두개의관","9.64"
"1913","비비디 바비디 덕","비바덕♪","9.82"
"1914","비트윈","비밀속의 연애","9.78"
"1915","특허소년","특별히 허락한 소년","9.87"
"1916","그런만화","개그 만화!","9.85"
"1917","수치스러운 애정행각","정식연재","9.81"
"1918","청춘거지클럽","가난한 청춘들의 캠퍼스 생존 로맨스 코미디","9.78"
"1919","드림웨폰","악몽사냥꾼들 이야기","9.83"
"1920","선녀가온 나나","현대의 인간세상으로 내려온 선녀들의 이야기","9.84"
"1921","이프","판타지.","9.85"
"1922","하푸하푸","물범 하푸와 북극곰 꾸꼼, 펭귄 귄귄이의 이야기","9.85"
"1923","문신","문신 판타지 소년만화","8.63"
"1924","blooming(블루밍)","꽃이 만발한,지독한","9.87"
"1925","졸래동화","병맛의 진수를 그대에게","9.83"
"1926","미궁","미궁 프로젝트","9.82"
"1927","오늘도 무사히,","보통사람 이야기","9.63"
"1928","애플시나몬","나만 몰랐던 이야기.","9.86"
"1929","동양의 색","동양의 색","9.78"
"1930","은빛 고릴라","변신 동물들 이야기","9.60"
"1931","윈터우즈","동화같은이야기","9.86"
"1932","달이 빛나는 밤에","달의 도깨비의 이야기","9.78"
"1933","꽁치가 파닥파닥","꽁치의 육지살이.","9.69"
"1934","할로우 포인트","판타지입니다.","9.85"
"1935","몬스터즈 하우스","이상한 괴물들","9.88"
"1936","NEXUS","심부름회사NEXUS","9.87"
"1937","살신성인","좀비의 학교생활","9.85"
"1938","딸기와 밀크티","예대 청춘 로맨스!","9.74"
"1939","그들의 방식","현대이능력판타지","9.83"
"1940","보글보글챱챱","잘먹겠습니다.","9.80"
"1941","신수의 주인","액션남녀러브로망스","9.82"
"1942","DEAD DAYS","- 좀비 스릴러 - 우린 살아 남을 수 있을까?","9.82"
"1943","7번국도아이","추억은 마음속의 보석이다. 보석 같은 이야기를 찾아가는 7번국도 아이.","9.83"
"1944","덕과의 동침","오덕남편과의 일상","9.87"
"1945","하나마나","만화일기","9.86"
"1946","황금 장미","은빛요정의 로맨스판타지","9.84"
"1947","도전!만화가!!","만화가를 꿈꾸는 만화가지망생들의 도전!!","8.80"
"1948","달달한 러브컬렉션","러브컬렉션","9.83"
"1949","불만시대","누구에게나 불만은 있다","9.63"
"1950","렛츠","일상에서의 판타지","9.66"
"1951","어느 토요일 밤의 무지개","어느 토요일 밤, 밝은 빛과 함께 그들이 내려왔다. 그리고 7년 후...","9.81"
"1952","충무공","충무공이 현재에 부활한다. 로봇으로.","9.13"
"1953","BooBoo's Zoo(부부의 동물원)","반려가족들의 이야기","9.71"
"1954","펄스나인","축구에 꿈을 건 소년들의 성장 드라마.","9.49"
"1955","미묘한 이야기","미묘하다 [형용사] 뚜렷하지 않고 야릇하고 묘하다.","9.44"
"1956","밀레니엄 헌터","2000년 세상은 신화속 괴물들의 놀이터가 된다.","9.87"
"1957","나비, 물고기","나비,물고기,그녀 그리고 그들","9.81"
"1958","초딩생활2<달탐정발명대>","초딩생활","9.64"
"1959","모두의 추억","2002월드컵","9.80"
"1960","아벨","어느 왕의 검부터 시작된 전설","9.52"
"1961","마음을 전해 드립니다.","마음을 전해 드립니다.","9.83"
"1962","[톡툰]","어른으로 살기","9.61"
"1963","상상고양이","김경","9.86"
"1964","최고의 콤비","천사와 악마가 지상에서 만났다!","9.80"
"1965","코크싸이더",".","9.81"
"1966","절대신의 유희","사후세계 판타지","9.85"
"1967","포갓레인저","변신액션히어로","9.76"
"1968","동물소대","내 인생의 한 번뿐인 순간","9.45"
"1969","아띠아노","카툰/아띠아노","9.36"
"1970","망각의 주인","망각의 판타지.","9.87"
"1971","심박수1280","사이코 순정 로맨스","9.74"
"1972","우주교도소 바다붐","우주교도소 바다붐에서 펼쳐지는 죄수들의 이야기.","9.80"
"1973","모태솔로수용소","감옥만화","9.72"
"1974","어떤 화랑의 아가씨와 용의 이야기","조용한 판타지","9.86"
"1975","사각사각","캐나다 워킹홀리데이+디자이너 생존기","9.86"
"1976","사랑의 기술","매주토요일연재","9.66"
"1977","오나미",".","7.56"
"1978","이 여자가 덕후로 사는 것","이렇게 살고있는 덕후도 있다고 합디다~","9.62"
"1979","우리들의 다섯걸음","청소년 성장 (아침)드라마","9.62"
"1980","겨울X거울","소년, 소녀를 만나다.","9.56"
"1981","자이언트(THE HERO)","거인, 그의 역사","9.73"
"1982","버퍼링","SF스릴러","9.85"
"1983","사랑은 햄스터를 타고","라부라부판타지","9.85"
"1984","히키(HicKey)","천사와 악마로 인해 바뀌어 버린 일상! 그리고 그들의 이야기.","9.86"
"1985","시간선 完","만월의 날에 관한 미스테리서스펜스","9.80"
"1986","고스트 컴퍼니","악마잡는회사","9.85"
"1987","숲속마을 친구들","개그 로맨스","9.87"
"1988","무색소녀","로맨스아닌데","9.85"
"1989","후원자","어느날 1억이생겼다","9.76"
"1990","[캠핑툰] 햇살이 따스해!","캠핑의 매력에 빠져드는 낭만중년 양동이네의 웃음가득 캠핑 라이프 스토리.","9.75"
"1991","만하생","만화가 지망 문하생의 생활 노트","9.86"
"1992","행월이야기","행월이야기","9.72"
"1993","갱스타즈(Gangstaaz)","힙합/랩만화","9.64"
"1994","그녀 찾아 삼만리","그녀를 찾아서!","9.71"
"1995","도깨비 낭자","도깨비와 도깨비와 사람","9.77"
"1996","뉴트리아","뉴트리아세계","9.68"
"1997","어서옵셔, 식당입니다.","당신이 머문자리는 아름답나요?","9.39"
"1998","유령라이프","잉여로운 유령과 그 친구들이 사는(?) 이야기.","9.86"
"1999","개화여자정보고등학교","여고일상만화","9.80"
"2000","썸씽","연애는 글로 배웠어요.","9.86"
"2001","소원의 조각","하랑이에게소원을!","9.79"
"2002","테임","길들여진.....","9.50"
"2003","마더어스","그들이 원하는 세상","9.51"
"2004","옥탑방마녀","초보마녀의 인간생활적응기","9.80"
"2005","유자의 오늘","소소한 일상","9.86"
"2006","정상 컴플렉스","알고보면 평범한 사람들의 이야기","9.87"
"2007","알트","알트,쉬프트","9.79"
"2008","이런 카페 처음이야","카페 판타지 스릴러","9.87"
"2009","마녀수업","마녀수업","9.86"
"2010","숨은, 고양이 찾기","다시","9.85"
"2011","DAWN 여명 - 트와일라이트 2부","황혼 2부","9.85"
"2012","공부할 시간","엘리트들의 두뇌싸움","9.83"
"2013","길리","길리는 종종 살인충동에 휩싸이곤 한다","9.87"
"2014","트웰브","시간을 지배하는 자가 세상을 지배한다!!","9.85"
"2015","기묘한 책방","특이한 책방이야기","9.85"
"2016","상냥들","캠퍼스 로맨스","9.74"
"2017","빙하기 사람들","코믹스릴러","9.75"
"2018","악마도 의무교육 받습니다!","악마도 받는 의무교육!","9.87"
"2019","커피와 스무디","설탕 한 스푼 소금 한 스푼","9.86"
"2020","얼짱의 이중생활","완결!","9.79"
"2021","장인의 나라","목요일!","9.84"
"2022","블랙보이","용사와 마족","9.76"
"2023","하루달콤 하루쌉싸름","추억 속 음식 이야기","9.86"
"2024","그런 만화가가 있었다","그런 만화가가 있었다.","9.56"
"2025","백설녀와 나무꾼","한국에 사는 동화인들의 이야기. 금요연재.","9.87"
"2026","여동생은 로봇","여동생이 택배로 왔다!! 그런데 여동생은 로봇?","9.80"
"2027","아무래도 좋은 이야기","황당하고 재밌는 이야기들 거기에 감동(?) 까지!","9.67"
"2028","멀리서 보면, 푸른 봄","이십대 드라마","9.86"
"2029","튄공","각기 다른 문제로 제자리에 멈춰버린 네 명의 청춘들, 그들이 만나 길거리 농구대회 우승이라는 목표를 가지고 전국을 여행하기 시작한다.","9.81"
"2030","망자카페","죽음이 그려내는 따뜻하고 슬픈 이야기","9.78"
"2031","디바인 안드로메다","이계 체험기","9.86"
"2032","누설","초능력시대극. 영매들의 새인생 이야기","9.84"
"2033","카니발-Carnival-","느와르 액션물.","9.85"
"2034","사일런스","본격 오컬트 만화!","9.81"
"2035","L.C.S.F","LOVE COMEDY SCIENCE FICTION FANTASY","9.81"
"2036","지구별통신","지구의 어느 곳을 여행하고 보내는, 지구별통신 :)","9.66"
"2037","심해의 조각들","","9.79"
"2038","진지 드셨어요?","아뇨(진지)","9.76"
"2039","못난오리","오리에서 백조로!!!","9.84"
"2040","살인자","누가 살인자인가.","9.86"
"2041","조각일기","하루하루 조각 일기","9.77"
"2042","마스크폴리스","얼굴을 덮어","9.84"
"2043","달래주러 왔습니다","아픔과 치료","9.57"
"2044","짐승의 맛","인간이 되고싶은 냄새나는 물고기, 그리고 천재 조향사","9.82"
"2045","꽃보다 요지경","본격 인문학 웹툰! 꽃보다 요지경!","9.46"
"2046","달콤한 계절","첫사랑 이야기.","9.36"
"2047","흉터","연애만화.","9.86"
"2048","죄를 삼키는 들꽃","'당분간'자유연재","9.78"
"2049","IF","판타지!","9.61"
"2050","아첼레란도","천재가 타고 나는 건, 할 수 있는 ‘재능’이 아니라, 하고자 하는 ‘욕구’이다","9.76"
"2051","그리고 우울증","우울증 생활기","9.86"
"2052","다미:고!","복권홀릭 다미","9.86"
"2053","천사라네","인간과 천사 악마의 이야기","9.81"
"2054","Full Metal Wing","드래곤, 드래곤 라이더 이야기.","9.85"
"2055","스너프 게임","스너프 게임   그림 : 조마피 / 글 : 이썬","9.49"
"2056","신입사원 김용사씨","용사의 현실 적응기","9.86"
"2057","트러블 앤 트리플","평범한 판타지","9.83"
"2058","소년들은 무엇을 하고 있을까","소년들은 무엇을 하고 있을까","9.85"
"2059","스펠 SPELL","초자연적인 대상들과 직면한 보통의 인간들","9.79"
"2060","늘 푸른 찻집","달콤 쌉싸름한 그들만의 청춘이야기","9.85"
"2061","나는 귀신과 결혼했다","가난한 백수 시절 돈 때문에 영혼결혼식을 올린 이수. 그가 귀신을 상대로 이혼 소송을 낸다?!!","9.52"
"2062","아무래도 기사는 아닌 것 같아","생계형 판타지","9.85"
"2063","할라피뇨와 겁쟁이","연애물을가장한무언가","9.83"
"2064","더 캐슬","정치액션 판타지!!","9.74"
"2065","월한강청록","날라리 무당파 도사의 무협기행록","9.86"
"2066","길 위에서","만화가가 되는 길!","9.71"
"2067","나만 모르는 이야기","혼자인 사람들의 이야기","9.79"
"2068","재온","재온 만화집","9.80"
"2069","사랑 사랑 내사랑","희대의왕세자 양녕대군","9.74"
"2070","애플 다이너마이트","본격 러브코미디","9.78"
"2071","앵두야, 연애하자","연애와 삶이 쉬울 수 있을까?","9.85"
"2072","스위치히터","청년백수 구의원이 되다!","9.69"
"2073","취급주의","다섯 아이들의 미친 세상 생존 일기!","9.72"
"2074","미모(美母)를 찾아서","미혼모 이야기","9.88"
"2075","안녕 도쿄","어쩌면 당신이 모르는 도쿄 이야기","9.80"
"2076","LOVE FICTION","사랑, 추억, 흔적.","9.73"
"2077","그곳에우리가있었다","붉은빛깔 우리","9.70"
"2078","사랑해요 누나..","완결!","9.82"
"2079","원 뿔러스 원","뿔달린 녀석들.","9.84"
"2080","언령","나의 말이 그대로 실현된다.","9.41"
"2081","윈드브레이커","스트릿라이더이야기","9.85"
"2082","솔로가 하는 연애","솔로들의 썸씽","9.70"
"2083","바이스","판타지 액션","9.82"
"2084","발로 그린 이야기,","발로 그린 듯!?","9.82"
"2085","백은아란전","소년의 무림생존기!","9.67"
